gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,0.0,No,14.0,Yes,No,DSL,One year,54.0,No
Male,1.0,No,38.0,Yes,Yes,Fiber optic,Month-to-month,95.0,No
Female,0.0,No,1.0,Yes,No,DSL,Two year,70.0,Yes
Female,0.0,No,2.0,Yes,Yes,Fiber optic,One year,70.0,No
Female,0.0,No,12.0,Yes,No,Fiber optic,Month-to-month,79.0,Yes
Male,0.0,Yes,31.0,Yes,Yes,DSL,One year,98.0,No
Male,0.0,Yes,35.0,Yes,No,DSL,Month-to-month,72.0,No
Male,1.0,No,72.0,Yes,Yes,Fiber optic,Month-to-month,110.0,No
Female,0.0,Yes,8.0,Yes,Yes,DSL,Two year,94.0,Yes
Male,0.0,No,10.0,Yes,Yes,Fiber optic,One year,98.0,Yes
Female,1.0,No,5.0,Yes,No,Fiber optic,One year,69.0,Yes
Male,0.0,Yes,63.0,Yes,No,DSL,Month-to-month,84.0,No
Female,0.0,No,71.0,Yes,No,DSL,Two year,26.0,No
Female,1.0,No,46.0,Yes,Yes,Fiber optic,Month-to-month,104.0,No
Female,0.0,Yes,52.0,Yes,Yes,Fiber optic,Two year,23.0,No
Male,0.0,No,1.0,Yes,No,DSL,Month-to-month,46.0,Yes
Male,0.0,No,1.0,Yes,Yes,Fiber optic,Month-to-month,80.0,Yes
Female,0.0,No,72.0,Yes,No,DSL,One year,113.0,No
Female,0.0,No,3.0,Yes,Yes,Fiber optic,Month-to-month,84.0,Yes
Male,0.0,No,28.0,Yes,No,DSL,Month-to-month,61.0,No
Female,0.0,Yes,39.0,Yes,Yes,Fiber optic,Month-to-month,51.0,No
Female,0.0,No,33.0,Yes,Yes,DSL,Month-to-month,26.0,No
Female,0.0,No,12.0,No,No,DSL,Month-to-month,61.0,No
Male,0.0,Yes,1.0,Yes,No,DSL,Month-to-month,74.0,Yes
Male,0.0,No,6.0,Yes,Yes,Fiber optic,Month-to-month,79.0,No
Male,0.0,No,3.0,Yes,Yes,DSL,Two year,86.0,No
Male,0.0,No,4.0,Yes,Yes,Fiber optic,Month-to-month,88.0,Yes
Male,0.0,Yes,34.0,Yes,No,Fiber optic,Month-to-month,90.0,No
Male,0.0,No,1.0,Yes,No,DSL,Month-to-month,20.0,No
Female,1.0,No,15.0,Yes,No,DSL,One year,96.0,Yes
Male,0.0,Yes,1.0,No,No,DSL,One year,25.0,Yes
Female,0.0,No,3.0,Yes,No,DSL,One year,51.0,Yes
Male,0.0,No,1.0,Yes,Yes,Fiber optic,Month-to-month,20.0,Yes
Female,0.0,No,3.0,Yes,No,DSL,One year,20.0,No
Female,0.0,Yes,30.0,Yes,No,DSL,Two year,81.0,No
Female,0.0,No,5.0,Yes,No,DSL,Two year,54.0,Yes
Male,1.0,No,68.0,Yes,Yes,Fiber optic,One year,20.0,No
Female,0.0,No,1.0,Yes,No,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,5.0,Yes,No,DSL,Month-to-month,80.0,Yes
Female,0.0,No,1.0,Yes,No,DSL,Month-to-month,71.0,Yes
Male,0.0,Yes,13.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,35.0,Yes,Yes,DSL,One year,80.0,No
Male,0.0,Yes,4.0,Yes,Yes,Fiber optic,Month-to-month,70.0,No
Male,0.0,No,9.0,No,Yes,Fiber optic,Month-to-month,25.0,No
Female,1.0,No,45.0,Yes,No,Fiber optic,Month-to-month,86.0,No
Female,0.0,No,21.0,No,No,Fiber optic,Month-to-month,28.0,No
Female,0.0,No,26.0,Yes,Yes,Fiber optic,Two year,89.0,Yes
Female,0.0,No,1.0,Yes,Yes,DSL,Two year,85.0,Yes
Female,1.0,No,2.0,Yes,No,Fiber optic,Month-to-month,89.0,Yes
Female,0.0,No,11.0,Yes,No,Fiber optic,Month-to-month,70.0,No
Female,0.0,No,59.0,Yes,Yes,DSL,Month-to-month,109.0,No
Female,0.0,No,31.0,Yes,No,Fiber optic,Month-to-month,84.0,No
Female,0.0,Yes,54.0,Yes,Yes,Fiber optic,One year,25.0,No
Female,0.0,Yes,16.0,Yes,Yes,DSL,One year,19.0,No
Male,1.0,No,9.0,Yes,No,DSL,Month-to-month,55.0,Yes
Female,0.0,No,21.0,Yes,Yes,DSL,Month-to-month,97.0,Yes
Male,0.0,No,1.0,Yes,Yes,Fiber optic,One year,21.0,No
Female,0.0,No,23.0,Yes,Yes,Fiber optic,Month-to-month,54.0,No
Male,1.0,No,7.0,Yes,Yes,Fiber optic,Month-to-month,74.0,Yes
Male,0.0,No,21.0,Yes,Yes,DSL,One year,104.0,No
Female,0.0,No,65.0,Yes,No,DSL,Month-to-month,108.0,No
Male,0.0,No,4.0,No,No,DSL,Two year,45.0,Yes
Male,0.0,Yes,72.0,Yes,No,DSL,Month-to-month,112.0,No
Male,1.0,No,68.0,No,No,DSL,Month-to-month,42.0,No
Female,0.0,Yes,67.0,Yes,No,DSL,Two year,85.0,No
Male,0.0,No,1.0,Yes,No,DSL,Month-to-month,79.0,Yes
Female,0.0,No,69.0,Yes,No,DSL,One year,96.0,No
Male,0.0,No,60.0,Yes,Yes,Fiber optic,Two year,90.0,No
Male,0.0,No,3.0,Yes,Yes,Fiber optic,Month-to-month,88.0,Yes
Male,0.0,Yes,63.0,No,No,DSL,Month-to-month,59.0,No
Male,0.0,Yes,71.0,Yes,Yes,Fiber optic,Month-to-month,91.0,No
Female,0.0,No,35.0,Yes,Yes,Fiber optic,Month-to-month,86.0,Yes
Female,0.0,No,34.0,Yes,Yes,Fiber optic,One year,70.0,Yes
Male,0.0,Yes,53.0,Yes,Yes,DSL,Month-to-month,70.0,No
Male,0.0,No,17.0,No,No,Fiber optic,Month-to-month,34.0,No
Female,0.0,Yes,1.0,Yes,Yes,Fiber optic,Month-to-month,60.0,Yes
Male,0.0,No,56.0,Yes,No,Fiber optic,Month-to-month,81.0,No
Male,0.0,Yes,7.0,Yes,Yes,DSL,Two year,50.0,Yes
Male,0.0,No,67.0,Yes,No,Fiber optic,Month-to-month,111.0,No
Male,0.0,No,11.0,Yes,No,Fiber optic,Two year,61.0,No
Male,0.0,Yes,1.0,Yes,Yes,DSL,One year,20.0,No
Male,0.0,No,2.0,Yes,No,DSL,Month-to-month,25.0,No
Female,0.0,No,69.0,Yes,No,DSL,Month-to-month,105.0,No
Male,0.0,No,1.0,Yes,No,Fiber optic,Month-to-month,80.0,Yes
Female,0.0,No,21.0,Yes,Yes,DSL,Two year,90.0,No
Male,1.0,No,72.0,Yes,Yes,Fiber optic,Month-to-month,97.0,No
Female,1.0,No,2.0,Yes,No,Fiber optic,One year,84.0,No
Male,0.0,No,57.0,Yes,No,DSL,Two year,21.0,No
Male,0.0,No,1.0,Yes,No,DSL,Month-to-month,90.0,Yes
Male,0.0,No,4.0,Yes,Yes,Fiber optic,Month-to-month,81.0,Yes
Female,0.0,No,2.0,Yes,No,DSL,Month-to-month,19.0,No
Female,0.0,No,9.0,Yes,No,DSL,Month-to-month,77.0,No
Female,0.0,No,71.0,Yes,Yes,Fiber optic,Month-to-month,111.0,No
Female,0.0,Yes,13.0,Yes,Yes,Fiber optic,Month-to-month,19.0,No
Male,0.0,Yes,50.0,Yes,Yes,Fiber optic,Two year,45.0,No
Male,1.0,No,10.0,Yes,No,DSL,Two year,90.0,Yes
Male,1.0,No,64.0,Yes,Yes,Fiber optic,Two year,94.0,No
Female,0.0,Yes,1.0,Yes,Yes,Fiber optic,One year,70.0,Yes
Male,0.0,No,2.0,No,No,DSL,Two year,25.0,No
Female,0.0,No,30.0,Yes,No,DSL,Month-to-month,110.0,No
Male,0.0,No,7.0,Yes,No,DSL,One year,90.0,Yes
Male,0.0,No,26.0,Yes,No,DSL,Month-to-month,19.0,No
Male,0.0,No,20.0,Yes,No,DSL,Month-to-month,50.0,No
Female,0.0,No,72.0,Yes,No,DSL,Month-to-month,26.0,No
Female,0.0,Yes,13.0,Yes,No,Fiber optic,Month-to-month,56.0,Yes
Male,0.0,No,70.0,Yes,Yes,Fiber optic,Month-to-month,85.0,No
Male,0.0,No,3.0,No,No,DSL,Month-to-month,30.0,No
Male,0.0,No,2.0,Yes,No,DSL,Month-to-month,76.0,Yes
Female,1.0,No,72.0,Yes,No,Fiber optic,Month-to-month,116.0,No
Male,1.0,No,33.0,Yes,No,Fiber optic,Month-to-month,84.0,Yes
Male,1.0,No,15.0,Yes,No,DSL,Two year,74.0,Yes
Male,0.0,No,1.0,No,No,DSL,Month-to-month,29.0,No
Male,1.0,No,55.0,Yes,No,Fiber optic,Month-to-month,99.0,Yes
Male,0.0,Yes,5.0,Yes,Yes,Fiber optic,One year,64.0,No
Male,0.0,No,3.0,Yes,No,Fiber optic,Month-to-month,80.0,Yes
Female,0.0,No,65.0,Yes,Yes,Fiber optic,Two year,90.0,No
Male,0.0,Yes,39.0,Yes,Yes,Fiber optic,Month-to-month,60.0,No
Male,0.0,No,70.0,Yes,Yes,DSL,Two year,25.0,No
Male,0.0,No,34.0,Yes,No,DSL,Two year,116.0,No
Male,0.0,No,30.0,Yes,Yes,Fiber optic,Month-to-month,50.0,No
Female,0.0,No,12.0,No,Yes,Fiber optic,Two year,50.0,No
Male,0.0,Yes,9.0,Yes,No,DSL,Month-to-month,20.0,No
Female,0.0,No,49.0,No,No,Fiber optic,Month-to-month,56.0,No
Female,0.0,No,7.0,Yes,Yes,DSL,One year,44.0,No
Female,1.0,No,38.0,Yes,No,DSL,Month-to-month,83.0,No
Male,0.0,No,63.0,Yes,No,DSL,One year,109.0,No
Male,1.0,No,1.0,Yes,No,DSL,Month-to-month,72.0,Yes
Male,0.0,No,30.0,Yes,No,DSL,Two year,90.0,No
Female,0.0,No,23.0,Yes,No,DSL,Month-to-month,74.0,No
Female,0.0,No,57.0,Yes,Yes,Fiber optic,Month-to-month,70.0,No
Female,1.0,No,70.0,Yes,Yes,Fiber optic,One year,76.0,No
Male,0.0,Yes,71.0,Yes,Yes,Fiber optic,Two year,107.0,No
Male,0.0,Yes,20.0,Yes,Yes,DSL,One year,50.0,No
Female,0.0,Yes,72.0,Yes,No,Fiber optic,Month-to-month,25.0,No
Male,0.0,No,22.0,Yes,Yes,DSL,Two year,70.0,No
Male,0.0,No,15.0,Yes,Yes,Fiber optic,Month-to-month,26.0,No
Female,0.0,No,9.0,No,Yes,Fiber optic,Month-to-month,49.0,Yes
Female,0.0,No,38.0,Yes,No,Fiber optic,Month-to-month,105.0,Yes
Male,1.0,No,7.0,No,Yes,Fiber optic,Month-to-month,30.0,No
Female,0.0,No,26.0,Yes,No,DSL,Month-to-month,73.0,No
Female,0.0,No,56.0,Yes,No,Fiber optic,One year,60.0,No
Female,0.0,No,49.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,3.0,Yes,Yes,Fiber optic,Month-to-month,70.0,No
Male,1.0,No,1.0,Yes,Yes,Fiber optic,Month-to-month,74.0,Yes
Female,1.0,No,70.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,23.0,Yes,Yes,Fiber optic,Month-to-month,56.0,No
Female,0.0,No,65.0,Yes,No,DSL,One year,60.0,No
Male,1.0,No,69.0,Yes,No,Fiber optic,Month-to-month,108.0,Yes
Female,0.0,No,1.0,Yes,No,Fiber optic,Month-to-month,55.0,Yes
Male,0.0,No,24.0,Yes,No,DSL,Month-to-month,90.0,Yes
Female,0.0,No,25.0,Yes,Yes,Fiber optic,One year,95.0,No
Female,0.0,No,17.0,Yes,Yes,DSL,Month-to-month,20.0,No
Male,0.0,No,32.0,Yes,Yes,Fiber optic,Month-to-month,70.0,No
Male,0.0,Yes,68.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,Yes,70.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Male,0.0,Yes,54.0,Yes,No,Fiber optic,One year,105.0,No
Female,0.0,No,15.0,Yes,Yes,Fiber optic,Two year,19.0,Yes
Male,0.0,Yes,71.0,Yes,Yes,Fiber optic,One year,67.0,No
Male,0.0,No,70.0,Yes,No,DSL,Two year,20.0,No
Female,1.0,No,53.0,Yes,Yes,Fiber optic,Two year,96.0,No
Female,0.0,No,2.0,Yes,No,DSL,Two year,80.0,No
Female,1.0,No,59.0,Yes,No,DSL,Two year,79.0,No
Female,0.0,No,22.0,Yes,No,Fiber optic,Month-to-month,84.0,No
Female,0.0,Yes,22.0,Yes,Yes,Fiber optic,One year,76.0,No
Female,0.0,No,57.0,No,Yes,Fiber optic,Month-to-month,50.0,No
Female,0.0,No,1.0,Yes,Yes,Fiber optic,Month-to-month,71.0,Yes
Female,0.0,Yes,10.0,Yes,Yes,Fiber optic,Month-to-month,102.0,Yes
Female,1.0,No,55.0,Yes,No,DSL,One year,52.0,No
Female,0.0,Yes,43.0,Yes,No,Fiber optic,One year,24.0,No
Female,1.0,No,18.0,No,No,DSL,Two year,48.0,Yes
Female,0.0,Yes,2.0,Yes,Yes,Fiber optic,Two year,81.0,No
Female,0.0,Yes,52.0,Yes,Yes,DSL,Month-to-month,25.0,No
Male,0.0,No,60.0,Yes,No,DSL,Month-to-month,61.0,No
Female,0.0,No,59.0,Yes,Yes,Fiber optic,Month-to-month,83.0,No
Female,0.0,No,69.0,Yes,No,DSL,Month-to-month,104.0,No
Male,0.0,No,14.0,Yes,No,Fiber optic,One year,101.0,Yes
Female,0.0,Yes,43.0,No,No,Fiber optic,Month-to-month,60.0,No
Female,0.0,Yes,12.0,Yes,Yes,Fiber optic,One year,19.0,No
Female,0.0,Yes,8.0,Yes,Yes,Fiber optic,One year,20.0,No
Female,0.0,Yes,3.0,Yes,No,DSL,Month-to-month,69.0,No
Male,0.0,Yes,58.0,Yes,Yes,Fiber optic,Two year,105.0,No
Female,0.0,Yes,13.0,Yes,Yes,Fiber optic,Two year,63.0,No
Male,0.0,No,23.0,Yes,No,DSL,Two year,20.0,No
Female,0.0,No,17.0,Yes,Yes,DSL,Two year,79.0,No
Male,0.0,No,52.0,Yes,Yes,Fiber optic,Month-to-month,109.0,No
Male,0.0,No,32.0,Yes,Yes,DSL,One year,79.0,Yes
Female,0.0,No,36.0,No,No,DSL,Month-to-month,35.0,No
Male,1.0,No,67.0,Yes,No,DSL,One year,25.0,No
Male,1.0,Yes,29.0,Yes,No,Fiber optic,Month-to-month,104.0,No
Female,0.0,No,65.0,Yes,No,DSL,Month-to-month,111.0,No
Male,1.0,No,41.0,Yes,Yes,Fiber optic,One year,84.0,Yes
Male,0.0,Yes,60.0,Yes,Yes,DSL,Month-to-month,66.0,No
Female,0.0,No,53.0,Yes,No,DSL,Month-to-month,20.0,No
Female,0.0,No,68.0,Yes,Yes,Fiber optic,Two year,25.0,No
Male,1.0,No,2.0,Yes,No,DSL,Month-to-month,75.0,Yes
Male,0.0,Yes,61.0,No,No,DSL,Two year,34.0,No
Male,0.0,Yes,41.0,Yes,No,Fiber optic,One year,20.0,No
Male,1.0,No,69.0,Yes,Yes,DSL,Two year,74.0,No
Male,1.0,Yes,35.0,Yes,Yes,Fiber optic,Month-to-month,76.0,No
Male,0.0,No,7.0,Yes,No,DSL,One year,51.0,Yes
Female,1.0,No,50.0,Yes,No,DSL,Two year,25.0,No
Male,0.0,Yes,36.0,Yes,Yes,DSL,Two year,64.0,No
Female,0.0,No,48.0,Yes,No,DSL,One year,100.0,No
Female,0.0,No,71.0,Yes,Yes,Fiber optic,One year,82.0,No
Male,1.0,No,65.0,Yes,Yes,Fiber optic,Month-to-month,109.0,No
Female,0.0,No,23.0,Yes,No,DSL,Two year,94.0,No
Female,1.0,No,66.0,Yes,Yes,Fiber optic,One year,64.0,No
Female,0.0,Yes,5.0,No,No,Fiber optic,Month-to-month,25.0,No
Male,1.0,No,72.0,Yes,Yes,Fiber optic,Month-to-month,113.0,No
Female,0.0,No,2.0,Yes,No,DSL,Month-to-month,20.0,No
Female,0.0,No,12.0,Yes,No,DSL,Month-to-month,19.0,No
Male,0.0,Yes,3.0,Yes,No,Fiber optic,Month-to-month,92.0,Yes
Male,0.0,No,72.0,Yes,Yes,Fiber optic,Month-to-month,89.0,No
Male,1.0,No,18.0,Yes,No,DSL,Month-to-month,59.0,No
Male,0.0,No,39.0,Yes,No,DSL,Month-to-month,54.0,No
Female,1.0,No,26.0,Yes,Yes,Fiber optic,Month-to-month,86.0,No
Female,0.0,No,72.0,Yes,No,DSL,Two year,65.0,No
Male,0.0,No,3.0,Yes,No,DSL,One year,24.0,No
Male,0.0,No,1.0,Yes,Yes,Fiber optic,Two year,60.0,Yes
Female,0.0,Yes,34.0,Yes,Yes,DSL,Two year,87.0,Yes
Female,0.0,No,11.0,Yes,Yes,Fiber optic,Two year,76.0,No
Male,0.0,No,66.0,Yes,Yes,DSL,One year,20.0,No
Female,0.0,No,2.0,Yes,Yes,DSL,Two year,81.0,Yes
Female,0.0,No,8.0,Yes,No,Fiber optic,Month-to-month,66.0,No
Female,0.0,No,33.0,Yes,No,DSL,Month-to-month,70.0,No
Female,0.0,No,72.0,Yes,Yes,DSL,Month-to-month,26.0,No
Female,0.0,No,58.0,Yes,No,DSL,Two year,60.0,No
Male,0.0,Yes,30.0,Yes,Yes,DSL,Month-to-month,84.0,No
Male,0.0,No,5.0,No,Yes,Fiber optic,One year,25.0,Yes
Female,1.0,Yes,46.0,Yes,No,DSL,Two year,110.0,No
Male,0.0,No,4.0,Yes,No,Fiber optic,Month-to-month,70.0,No
Female,0.0,No,40.0,Yes,No,DSL,One year,65.0,No
Male,0.0,No,72.0,Yes,Yes,Fiber optic,One year,84.0,No
Male,0.0,Yes,49.0,Yes,Yes,Fiber optic,Two year,100.0,Yes
Female,0.0,No,1.0,Yes,Yes,Fiber optic,One year,55.0,Yes
Male,0.0,No,52.0,Yes,Yes,DSL,Two year,85.0,Yes
Female,0.0,Yes,72.0,Yes,No,DSL,Two year,20.0,No
Female,1.0,Yes,28.0,No,No,DSL,One year,39.0,No
Male,0.0,No,33.0,Yes,Yes,Fiber optic,Two year,91.0,No
Female,0.0,Yes,10.0,Yes,Yes,Fiber optic,Month-to-month,74.0,No
Female,0.0,No,16.0,Yes,No,DSL,Month-to-month,93.0,Yes
Female,0.0,Yes,22.0,Yes,No,DSL,Month-to-month,70.0,Yes
Female,0.0,No,58.0,Yes,No,DSL,Two year,25.0,No
Male,0.0,No,72.0,Yes,Yes,Fiber optic,One year,110.0,No
Male,0.0,No,10.0,Yes,Yes,DSL,Two year,54.0,No
Female,0.0,No,5.0,Yes,Yes,DSL,Month-to-month,20.0,No
Female,0.0,No,2.0,Yes,No,DSL,Month-to-month,71.0,Yes
Female,0.0,No,2.0,Yes,Yes,Fiber optic,One year,71.0,Yes
Female,0.0,No,2.0,Yes,Yes,Fiber optic,Month-to-month,54.0,No
Female,0.0,Yes,53.0,Yes,Yes,Fiber optic,Month-to-month,104.0,No
Male,1.0,No,25.0,Yes,No,DSL,Month-to-month,89.0,Yes
Female,0.0,Yes,64.0,Yes,Yes,Fiber optic,One year,113.0,No
Female,0.0,No,2.0,Yes,No,Fiber optic,One year,46.0,No
Male,0.0,Yes,16.0,Yes,No,DSL,Two year,69.0,No
Female,0.0,No,39.0,Yes,No,DSL,Month-to-month,48.0,No
Male,0.0,No,35.0,Yes,No,Fiber optic,Month-to-month,26.0,No
Female,0.0,No,31.0,Yes,Yes,Fiber optic,Month-to-month,76.0,No
Female,0.0,No,5.0,Yes,Yes,Fiber optic,One year,54.0,Yes
Male,1.0,No,72.0,Yes,Yes,Fiber optic,Two year,112.0,No
Male,0.0,No,2.0,Yes,Yes,Fiber optic,Month-to-month,91.0,No
Female,0.0,No,61.0,Yes,Yes,Fiber optic,Month-to-month,90.0,No
Female,0.0,No,31.0,Yes,Yes,DSL,Month-to-month,65.0,Yes
Male,0.0,No,2.0,No,Yes,DSL,Two year,40.0,Yes
Male,0.0,Yes,1.0,Yes,No,DSL,One year,21.0,No
Female,0.0,Yes,1.0,Yes,No,DSL,One year,20.0,No
Male,0.0,No,59.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,1.0,Yes,No,Fiber optic,Two year,96.0,Yes
Female,0.0,No,9.0,Yes,Yes,DSL,Two year,45.0,Yes
Female,0.0,Yes,14.0,Yes,Yes,Fiber optic,One year,92.0,Yes
Female,0.0,No,12.0,Yes,Yes,Fiber optic,Month-to-month,87.0,No
Female,0.0,No,47.0,Yes,Yes,DSL,Two year,74.0,No
Female,0.0,Yes,7.0,Yes,No,DSL,Month-to-month,49.0,No
Female,0.0,Yes,28.0,Yes,No,Fiber optic,Month-to-month,90.0,No
Female,0.0,Yes,70.0,Yes,No,Fiber optic,One year,20.0,No
Female,0.0,Yes,26.0,Yes,Yes,DSL,Month-to-month,20.0,No
Female,0.0,Yes,61.0,Yes,Yes,Fiber optic,Month-to-month,99.0,Yes
Female,0.0,No,70.0,Yes,No,DSL,Month-to-month,102.0,No
Female,0.0,No,1.0,Yes,Yes,DSL,One year,20.0,No
Female,1.0,No,37.0,Yes,Yes,Fiber optic,Month-to-month,97.0,Yes
Male,0.0,Yes,60.0,Yes,No,Fiber optic,Month-to-month,91.0,Yes
Male,1.0,Yes,71.0,Yes,No,Fiber optic,Month-to-month,105.0,Yes
Male,0.0,No,31.0,Yes,No,Fiber optic,Month-to-month,101.0,No
Male,0.0,Yes,14.0,Yes,No,DSL,Two year,20.0,No
Male,0.0,Yes,50.0,Yes,Yes,DSL,Month-to-month,103.0,No
Male,0.0,Yes,1.0,Yes,No,DSL,Month-to-month,20.0,No
Male,1.0,No,41.0,Yes,No,Fiber optic,Month-to-month,100.0,Yes
Male,1.0,No,30.0,Yes,Yes,DSL,Two year,50.0,Yes
Male,1.0,Yes,64.0,Yes,No,DSL,One year,24.0,No
Male,1.0,No,7.0,Yes,No,DSL,One year,64.0,No
Male,0.0,Yes,1.0,Yes,No,DSL,Month-to-month,75.0,No
Male,0.0,No,51.0,Yes,No,DSL,Month-to-month,84.0,No
Female,0.0,Yes,50.0,Yes,No,DSL,Month-to-month,80.0,No
Male,0.0,Yes,44.0,Yes,No,DSL,Month-to-month,20.0,No
Female,0.0,No,65.0,Yes,Yes,DSL,Two year,105.0,No
Female,1.0,No,1.0,No,No,DSL,Two year,26.0,Yes
Male,0.0,No,2.0,Yes,No,Fiber optic,Month-to-month,45.0,Yes
Female,0.0,No,48.0,Yes,No,Fiber optic,Month-to-month,102.0,No
Female,0.0,No,6.0,Yes,No,DSL,Month-to-month,110.0,Yes
Female,0.0,No,35.0,Yes,No,DSL,Month-to-month,62.0,No
Female,0.0,No,22.0,No,No,DSL,Two year,50.0,No
Male,0.0,Yes,72.0,No,No,DSL,One year,61.0,No
Female,1.0,Yes,55.0,Yes,Yes,DSL,Two year,76.0,No
Male,0.0,Yes,69.0,Yes,Yes,Fiber optic,Month-to-month,106.0,No
Male,1.0,No,72.0,Yes,Yes,DSL,Month-to-month,73.0,No
Female,1.0,No,1.0,Yes,No,DSL,Month-to-month,91.0,Yes
Female,0.0,Yes,26.0,Yes,Yes,Fiber optic,Two year,105.0,No
Male,0.0,Yes,23.0,Yes,Yes,DSL,One year,21.0,No
Female,0.0,No,2.0,Yes,No,DSL,Month-to-month,20.0,No
Male,0.0,No,2.0,Yes,Yes,Fiber optic,Month-to-month,76.0,Yes
Female,1.0,No,40.0,Yes,Yes,Fiber optic,Month-to-month,104.0,No
Female,0.0,No,1.0,Yes,No,Fiber optic,Month-to-month,95.0,Yes
Female,1.0,No,27.0,Yes,No,DSL,Two year,75.0,Yes
Female,0.0,Yes,9.0,Yes,No,DSL,Month-to-month,65.0,Yes
Female,1.0,No,50.0,Yes,Yes,Fiber optic,One year,88.0,Yes
Male,0.0,Yes,46.0,Yes,No,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,15.0,Yes,No,DSL,Month-to-month,25.0,No
Female,0.0,No,23.0,Yes,Yes,DSL,One year,79.0,No
Female,0.0,No,2.0,Yes,No,DSL,Month-to-month,59.0,No
Male,0.0,No,18.0,Yes,No,DSL,One year,91.0,Yes
Female,1.0,No,70.0,Yes,Yes,Fiber optic,Month-to-month,76.0,No
Female,0.0,Yes,9.0,Yes,No,DSL,Month-to-month,49.0,No
Male,0.0,Yes,30.0,Yes,Yes,DSL,One year,68.0,No
Male,0.0,Yes,15.0,Yes,No,DSL,One year,75.0,No
Male,1.0,No,39.0,Yes,Yes,Fiber optic,Month-to-month,91.0,No
Female,0.0,No,12.0,Yes,No,DSL,One year,49.0,No
Male,0.0,No,19.0,Yes,No,DSL,Month-to-month,90.0,No
Male,1.0,No,24.0,Yes,Yes,DSL,Two year,55.0,No
Female,0.0,No,67.0,Yes,No,DSL,Month-to-month,103.0,Yes
Male,0.0,No,69.0,No,No,Fiber optic,One year,60.0,No
Female,0.0,Yes,55.0,Yes,Yes,DSL,Two year,85.0,No
Male,0.0,No,52.0,Yes,Yes,DSL,Two year,63.0,No
Female,0.0,No,17.0,Yes,Yes,Fiber optic,Month-to-month,94.0,Yes
Female,0.0,Yes,19.0,Yes,Yes,Fiber optic,Month-to-month,49.0,No
Male,0.0,No,39.0,Yes,No,DSL,Month-to-month,75.0,Yes
Male,0.0,No,40.0,Yes,No,DSL,Month-to-month,62.0,No
Male,0.0,No,26.0,Yes,No,Fiber optic,Month-to-month,21.0,No
Female,0.0,No,1.0,Yes,No,DSL,Two year,20.0,No
Male,1.0,No,18.0,Yes,Yes,Fiber optic,One year,79.0,Yes
Female,1.0,No,15.0,Yes,No,Fiber optic,Month-to-month,75.0,Yes
Female,0.0,No,2.0,Yes,Yes,DSL,Month-to-month,20.0,No
Female,0.0,No,1.0,Yes,No,DSL,Month-to-month,79.0,Yes
Male,0.0,No,23.0,Yes,No,Fiber optic,Month-to-month,95.0,No
Female,0.0,Yes,72.0,Yes,Yes,DSL,Two year,67.0,No
Female,0.0,No,2.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Male,1.0,No,70.0,Yes,Yes,DSL,Two year,89.0,No
Female,0.0,Yes,46.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,36.0,Yes,No,DSL,Two year,20.0,No
Female,0.0,No,72.0,Yes,Yes,Fiber optic,Month-to-month,110.0,No
Female,0.0,Yes,6.0,Yes,No,DSL,Month-to-month,49.0,No
Female,0.0,Yes,4.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,0.0,No,1.0,Yes,No,DSL,One year,85.0,Yes
Female,0.0,No,1.0,Yes,No,DSL,Two year,83.0,No
Female,0.0,No,13.0,Yes,Yes,Fiber optic,Month-to-month,100.0,Yes
Female,0.0,No,64.0,No,No,DSL,Month-to-month,48.0,Yes
Male,0.0,Yes,8.0,No,Yes,Fiber optic,Month-to-month,45.0,No
Male,0.0,Yes,72.0,Yes,No,DSL,Month-to-month,112.0,No
Male,0.0,No,1.0,Yes,Yes,DSL,Two year,75.0,Yes
Female,0.0,No,4.0,Yes,No,Fiber optic,Month-to-month,101.0,No
Male,0.0,Yes,1.0,Yes,Yes,Fiber optic,Month-to-month,50.0,No
Male,0.0,Yes,62.0,Yes,Yes,DSL,Two year,24.0,No
Female,1.0,No,34.0,Yes,Yes,Fiber optic,Month-to-month,96.0,No
Male,0.0,Yes,1.0,Yes,No,DSL,Month-to-month,44.0,Yes
Male,0.0,No,24.0,Yes,No,Fiber optic,Month-to-month,101.0,Yes
Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,Two year,105.0,No
Female,0.0,No,1.0,Yes,Yes,Fiber optic,Month-to-month,20.0,No
Female,1.0,No,63.0,Yes,No,DSL,Month-to-month,104.0,No
Female,0.0,Yes,66.0,Yes,Yes,Fiber optic,One year,109.0,No
Male,0.0,No,61.0,Yes,No,Fiber optic,Two year,80.0,No
